"exportador";"cnpj_do_exportador";"porte_do_exportador";"descricao_da_operacao";"uf";"pais_destino_das_exportacoes";"numero_da_operacao";"data_da_contratacao";"moeda_sigla";"fonte_de_recursos_desembolsos";"custo_financeiro";"setor_subsetor_de_atividade";"area_operacional";"modalidade_de_apoio";"forma_de_apoio";"produto";"modalidade_operacional";"mutuario";"categoria";"situacao_da_operacao";"tipo_de_garantia"
"SCANIA LATIN AMERICA LTDA";"59.104.901/0001-76";"GRANDE";"Exportação de bens";"SP";"REPUBLICA DOMINICANA";"5508289/0001";"2014-11-26";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/ATIVIDADES DE SERVICOS FINANCEIROS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"A L HECHER MADEIRAS LTDA";"09.289.291/0001-54";"PEQUENA";"Exportação de bens";"RS";"CUBA";"5426738";"2014-12-12";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/COMERCIO VAREJISTA";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens de capital e demais operações";"ATIVA";"Seguro de crédito/FGE"
"AGCO DO BRASIL COMERCIO E INDUSTRIA LTDA";"59.876.003/0001-36";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"5443407/0011";"2014-12-16";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/ATIVIDADES DE SERVICOS FINANCEIROS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"AGCO DO BRASIL COMERCIO E INDUSTRIA LTDA";"59.876.003/0001-36";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"5443407/0012";"2014-12-16";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/ATIVIDADES DE SERVICOS FINANCEIROS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"MAQUINAS AGRICOLAS JACTO S A";"55.064.562/0001-90";"GRANDE";"Exportação de bens";"SP";"PARAGUAI";"5443407/0010";"2014-12-16";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/ATIVIDADES DE SERVICOS FINANCEIROS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"MAQUINAS AGRICOLAS JACTO S A";"55.064.562/0001-90";"GRANDE";"Exportação de bens";"SP";"PARAGUAI";"5443407/0013";"2014-12-17";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/ATIVIDADES DE SERVICOS FINANCEIROS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"JOSE DARCI CAMARGO JUNIOR";"06.890.517/0001-80";"MICRO";"Exportação de bens";"SP";"PARAGUAI";"5227847/0012";"2014-12-19";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"KEPLER WEBER INDUSTRIAL S/A";"87.288.940/0001-06";"GRANDE";"Exportação de bens";"RS";"URUGUAI";"5494263/0001";"2014-12-19";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/ATIVIDADES DE SERVICOS FINANCEIROS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"KEPLER WEBER INDUSTRIAL S/A";"87.288.940/0001-06";"GRANDE";"Exportação de bens";"RS";"URUGUAI";"5494263/0002";"2014-12-19";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/ATIVIDADES DE SERVICOS FINANCEIROS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"KEPLER WEBER INDUSTRIAL S/A";"87.288.940/0001-06";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"5387368/0017";"2014-12-23";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/ATIVIDADES DE SERVICOS FINANCEIROS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"KEPLER WEBER INDUSTRIAL S/A";"87.288.940/0001-06";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"5387368/0018";"2014-12-23";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/ATIVIDADES DE SERVICOS FINANCEIROS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"PADTEC S/A";"03.549.807/0001-76";"GRANDE";"Exportação de bens";"SP";"ARGENTINA";"5457405/0001";"2014-12-23";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/ATIVIDADES DE SERVICOS FINANCEIROS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"KEPLER WEBER INDUSTRIAL S/A";"87.288.940/0001-06";"GRANDE";"Exportação de bens";"RS";"URUGUAI";"5494263/0003";"2014-12-26";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/ATIVIDADES DE SERVICOS FINANCEIROS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"KEPLER WEBER INDUSTRIAL S/A";"87.288.940/0001-06";"GRANDE";"Exportação de bens";"RS";"URUGUAI";"5494263/0004";"2014-12-26";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/ATIVIDADES DE SERVICOS FINANCEIROS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"EMBRAER S.A.";"07.689.002/0001-89";"GRANDE";"Exportação de bens";"SP";"ESTADOS UNIDOS";"5389788";"2015-01-14";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEICULOS AUTOMOTORES";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Real / Pessoal"
"AGCO DO BRASIL MAQUINAS E EQUIPAMENTOS AGRICOLAS LTDA.";"61.076.055/0001-70";"GRANDE";"Exportação de bens";"SP";"PARAGUAI";"5387368/0019";"2015-01-16";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS, APARELHOS E MATERIAIS ELETRICOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"AGCO DO BRASIL MAQUINAS E EQUIPAMENTOS AGRICOLAS LTDA.";"61.076.055/0001-70";"GRANDE";"Exportação de bens";"SP";"PARAGUAI";"5387368/0020";"2015-01-28";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS, APARELHOS E MATERIAIS ELETRICOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"CIBER EQUIPAMENTOS RODOVIARIOS LTDA";"92.678.093/0001-26";"GRANDE";"Exportação de bens";"RS";"URUGUAI";"5514572/0001";"2015-01-28";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"KEPLER WEBER INDUSTRIAL S/A";"87.288.940/0001-06";"GRANDE";"Exportação de bens";"RS";"ARGENTINA";"5478195/0001";"2015-01-28";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"KEPLER WEBER INDUSTRIAL S/A";"87.288.940/0001-06";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"5387368/0021";"2015-02-12";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"PADTEC S/A";"03.549.807/0001-76";"GRANDE";"Exportação de bens";"SP";"ARGENTINA";"5457405/0002";"2015-02-13";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE EQUIPAMENTOS DE INFORMATICA, PRODUTOS ELETRONICOS E OPTICOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"AGCO DO BRASIL COMERCIO E INDUSTRIA LTDA";"59.876.003/0001-36";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"5387368/0023";"2015-02-25";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"AGCO DO BRASIL COMERCIO E INDUSTRIA LTDA";"59.876.003/0001-36";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"5387368/0024";"2015-02-25";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"AGCO DO BRASIL MAQUINAS E EQUIPAMENTOS AGRICOLAS LTDA.";"61.076.055/0001-70";"GRANDE";"Exportação de bens";"SP";"PARAGUAI";"5387368/0022";"2015-02-25";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS, APARELHOS E MATERIAIS ELETRICOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"AGCO DO BRASIL MAQUINAS E EQUIPAMENTOS AGRICOLAS LTDA.";"61.076.055/0001-70";"GRANDE";"Exportação de bens";"SP";"PARAGUAI";"5387368/0025";"2015-02-25";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS, APARELHOS E MATERIAIS ELETRICOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"AGCO DO BRASIL MAQUINAS E EQUIPAMENTOS AGRICOLAS LTDA.";"61.076.055/0001-70";"GRANDE";"Exportação de bens";"SP";"PARAGUAI";"5387368/0026";"2015-02-25";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS, APARELHOS E MATERIAIS ELETRICOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"JOSE DARCI CAMARGO JUNIOR";"06.890.517/0001-80";"MICRO";"Exportação de bens";"SP";"PARAGUAI";"5227847/0013";"2015-03-11";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"ROMI S.A.";"56.720.428/0001-63";"GRANDE";"Exportação de bens";"SP";"ARGENTINA";"5457405/0003";"2015-03-12";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"AGCO DO BRASIL COMERCIO E INDUSTRIA LTDA";"59.876.003/0001-36";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"5387368/0027";"2015-03-25";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"AGCO DO BRASIL COMERCIO E INDUSTRIA LTDA";"59.876.003/0001-36";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"5387368/0028";"2015-03-25";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"AGCO DO BRASIL COMERCIO E INDUSTRIA LTDA";"59.876.003/0001-36";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"5387368/0029";"2015-03-25";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"WEG EQUIPAMENTOS ELETRICOS S/A";"07.175.725/0001-60";"GRANDE";"Exportação de bens";"SC";"ESTADOS UNIDOS";"5388314";"2015-03-27";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS, APARELHOS E MATERIAIS ELETRICOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"AGCO DO BRASIL COMERCIO E INDUSTRIA LTDA";"59.876.003/0001-36";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"5387368/0030";"2015-04-27";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"AGCO DO BRASIL COMERCIO E INDUSTRIA LTDA";"59.876.003/0001-36";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"5387368/0031";"2015-04-27";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"AGCO DO BRASIL COMERCIO E INDUSTRIA LTDA";"59.876.003/0001-36";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"5387368/0032";"2015-06-17";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"AGCO DO BRASIL MAQUINAS E EQUIPAMENTOS AGRICOLAS LTDA.";"61.076.055/0001-70";"GRANDE";"Exportação de bens";"SP";"PARAGUAI";"5387368/0033";"2015-06-17";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS, APARELHOS E MATERIAIS ELETRICOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"AGCO DO BRASIL MAQUINAS E EQUIPAMENTOS AGRICOLAS LTDA.";"61.076.055/0001-70";"GRANDE";"Exportação de bens";"SP";"PARAGUAI";"5387368/0035";"2015-06-17";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS, APARELHOS E MATERIAIS ELETRICOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"KEPLER WEBER INDUSTRIAL S/A";"87.288.940/0001-06";"GRANDE";"Exportação de bens";"RS";"MOCAMBIQUE";"5569151/0001";"2015-06-17";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"POLIMAQUINAS INDUSTRIA E COMERCIO LIMITADA";"46.142.725/0001-15";"MÉDIA";"Exportação de bens";"SP";"ARGENTINA";"5514550/0001";"2015-06-17";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"AGCO DO BRASIL MAQUINAS E EQUIPAMENTOS AGRICOLAS LTDA.";"61.076.055/0001-70";"GRANDE";"Exportação de bens";"SP";"PARAGUAI";"5387368/0036";"2015-06-18";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS, APARELHOS E MATERIAIS ELETRICOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"BERTOLINI SISTEMAS DE ARMAZENAGEM S/A";"15.358.988/0001-32";"MÉDIA";"Exportação de bens";"ES";"PARAGUAI";"5514568/0001";"2015-06-22";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE PRODUTOS DE METAL, EXCETO MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"VOLVO DO BRASIL VEICULOS LTDA";"43.999.424/0001-14";"GRANDE";"Exportação de bens";"PR";"URUGUAI";"5514572/0002";"2015-06-23";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"KEPLER WEBER INDUSTRIAL S/A";"87.288.940/0001-06";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"5387368/0037";"2015-06-25";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS, APARELHOS E MATERIAIS ELETRICOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"AGCO DO BRASIL COMERCIO E INDUSTRIA LTDA";"59.876.003/0001-36";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"5514568/0002";"2015-06-26";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"DIAS BRASIL COMER. REPRES. EXPORT. E IMPORT. LTDA";"02.162.704/0001-96";"MÉDIA";"Exportação de bens";"SP";"GUATEMALA";"5613006/0001";"2015-06-26";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/COMERCIO E REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"KEPLER WEBER INDUSTRIAL S/A";"87.288.940/0001-06";"GRANDE";"Exportação de bens";"RS";"MOCAMBIQUE";"5569151/0002";"2015-06-26";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"VOLVO DO BRASIL VEICULOS LTDA";"43.999.424/0001-14";"GRANDE";"Exportação de bens";"SP";"ARGENTINA";"5478195/0002";"2015-06-26";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"EMBRAER S.A.";"07.689.002/0001-89";"GRANDE";"Exportação de bens";"SP";"ESTADOS UNIDOS";"5495218";"2015-06-30";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEICULOS AUTOMOTORES";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente privado";"Bens de capital e demais operações";"ATIVA";"Real / Pessoal"
